"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","condition","participant_id","comprehension_loop1_attempts","info_comprehension_attempts","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task","correct_response","response_label","correct","selected","key_press","rt_valid","foil","question_order"
"html-keyboard-response","12","288073","0.0-5.1-0.1-1.1","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","8391","
    <p style=""font-size:22px;"">This is an important moment.</p> 
    <p style=""font-size:22px;"">A related language, Drogek, is now barely spoken at all! Now almost everyone in the Drogy community speaks only English, with only a few enthusiasts keeping Drogek alive.</p> 
    <p style=""font-size:22px;"">The Tany people want to avoid this future for Taneg. Recording it for future generations is not enough; they think the only way to keep it alive is for people to learn and use the language.</p>
      <img src=""img/DrogekTrend.png"" style=""max-width:600px; display:block; margin:0 auto 20px;"">
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      "," ","","","","","","","","",""
"html-keyboard-response","13","306281","0.0-5.1-0.1-2.1","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","17201","
    <p style=""font-size:22px;"">Today you’ll learn just a small part of the language.</p> 
    <p style=""font-size:22px;"">You know that Taneg is quite different from English, so you’ll need to pay careful attention to how it works.</p>
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      "," ","","","","","","","","",""
"html-keyboard-response","14","319573","0.0-5.1-0.1-3.1","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","12289","
    <p style=""font-size:22px;"">Do your best to learn Taneg! If people don’t learn it, its future could be like Drogek’s…</p> 
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      "," ","","","","","","","","",""
"html-button-response","15","366313","0.0-5.1-1.1","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","45726","
        <p style=""font-size:22px;"">Select <strong>all</strong> statements that are true:</p>
        
        <div>
          <input type=""checkbox"" id=""opt0"" value=""Taneg is traditionally associated with the Tany people"">
          <label for=""opt0"" style=""font-size:20px;"">Taneg is traditionally associated with the Tany people</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt1"" value=""Barely any Tany people speak Taneg now"">
          <label for=""opt1"" style=""font-size:20px;"">Barely any Tany people speak Taneg now</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt2"" value=""Less than half the Tany population speaks Taneg regularly"">
          <label for=""opt2"" style=""font-size:20px;"">Less than half the Tany population speaks Taneg regularly</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt3"" value=""Everyone in the community also speaks English"">
          <label for=""opt3"" style=""font-size:20px;"">Everyone in the community also speaks English</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt4"" value=""Most Tany children grow up speaking Taneg"">
          <label for=""opt4"" style=""font-size:20px;"">Most Tany children grow up speaking Taneg</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt5"" value=""Taneg is quite similar to English"">
          <label for=""opt5"" style=""font-size:20px;"">Taneg is quite similar to English</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt6"" value=""Drogek is at risk of dying out"">
          <label for=""opt6"" style=""font-size:20px;"">Drogek is at risk of dying out</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt7"" value=""The best way to keep minority languages alive is by recording them for future generations"">
          <label for=""opt7"" style=""font-size:20px;"">The best way to keep minority languages alive is by recording them for future generations</label>
        </div>
      
        <br>
      ","0","info_comprehension","","","true","[""Taneg is traditionally associated with the Tany people"",""Less than half the Tany population speaks Taneg regularly"",""Everyone in the community also speaks English"",""Drogek is at risk of dying out""]","","","",""
"html-keyboard-response","16","368664","0.0-6.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","2351","<p style=""font-size:20px;"">That's right! Tany people all speak English, but 20% speak Taneg.</p><p style=""font-size:20px;"">Drogek, by contrast, is now barely spoken at all.</p><p style=""font-size:20px;""><i>Press any key to continue.</i></p>"," ","","","","","","","","",""
"html-keyboard-response","17","385344","0.0-7.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","15676","
       <p style=""font-size:24px;"">The following screens will introduce you to the language.</p>
       <p style=""font-size:20px;"">First you'll see pairs of words and images. Try to learn the words!</p>
       <p style=""font-size:20px;"">Later you’ll be asked to choose the correct word or image.</p>
       <p style=""font-size:20px;"">After that you'll move on to some more complex phrases</p>
       <p style=""font-size:20px;"">Finally you'll be asked to produce some Taneg yourself.</p>
      <p></p>
       <p style=""font-size:20px;""><i>Press any key to begin.</i></p>
    "," ","","","","","","","","",""
"image-keyboard-response","18","392406","0.0-8.0-0.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","3051","","","exposure","","","",""," ","true","",""
"image-keyboard-response","19","398094","0.0-8.0-0.1","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","1816","","","exposure","","","",""," ","false","",""
"image-keyboard-response","20","398926","0.0-8.0-0.2","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","img/Man.png","null","exposure","","","","","","false","",""
"image-keyboard-response","21","405445","0.0-8.0-0.3","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","img/Sandwich.png","null","exposure","","","","","","false","",""
"image-keyboard-response","22","409095","0.0-9.0-0.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","6518","","","exposure","","","",""," ","true","",""
"image-keyboard-response","23","411904","0.0-9.0-0.1","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","2809","","","exposure","","","",""," ","false","",""
"image-keyboard-response","24","417073","0.0-9.0-0.2","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","2705","","","exposure","","","",""," ","false","",""
"image-keyboard-response","25","418241","0.0-9.0-0.3","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","1167","","","exposure","","","",""," ","false","",""
"html-keyboard-response","26","429379","0.0-10.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","10628","
      <p style=""font-size:24px;"">In the next section you'll have to make a choice!</p>
      <p style=""font-size:20px;"">You'll see either an image with two words or a word with two images.</p>
      <p style=""font-size:20px;"">In each case click the matching word or image.</p>
      <p style=""font-size:20px;""><i>Press any key when you're ready.</i></p>

    "," ","","","","","","","","",""
"image-button-response","27","432913","0.0-11.0-0.0-0.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","2523","img/Sandwich.png","1","word_selection","teban","teban","true","","","","pilg",""
"html-keyboard-response","28","434424","0.0-11.0-0.0-1.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","","",""
"image-button-response","29","436080","0.0-11.0-0.1-0.1","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","1654","img/Man.png","1","word_selection","kiv","kiv","true","","","","pilg",""
"html-keyboard-response","30","437605","0.0-11.0-0.1-1.1","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","","",""
"image-button-response","31","439061","0.0-11.0-0.2-0.2","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","1455","img/Umbrella.png","0","word_selection","pilg","pilg","true","","","","kiv",""
"html-keyboard-response","32","440572","0.0-11.0-0.2-1.2","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","","",""
"image-button-response","33","442451","0.0-11.0-0.3-0.3","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","1878","img/Woman.png","0","word_selection","kers","kers","true","","","","kiv",""
"html-keyboard-response","34","443970","0.0-11.0-0.3-1.3","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","","",""
"image-button-response","35","447297","0.0-12.0-0.0-0.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","3325","img/Woman.png","1","image_selection","img/Woman.png","img/Woman.png","true","","","","img/Man.png",""
"html-keyboard-response","36","448805","0.0-12.0-0.0-1.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","","",""
"image-button-response","37","450492","0.0-12.0-0.1-0.1","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","1686","img/Man.png","0","image_selection","img/Man.png","img/Man.png","true","","","","img/Woman.png",""
"html-keyboard-response","38","452019","0.0-12.0-0.1-1.1","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","","",""
"image-button-response","39","454044","0.0-12.0-0.2-0.2","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","1947","img/Umbrella.png","0","image_selection","img/Umbrella.png","img/Umbrella.png","true","","","","img/Man.png",""
"html-keyboard-response","40","455568","0.0-12.0-0.2-1.2","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","","",""
"image-button-response","41","457124","0.0-12.0-0.3-0.3","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","1554","img/Sandwich.png","1","image_selection","img/Sandwich.png","img/Sandwich.png","true","","","","img/Woman.png",""
"html-keyboard-response","42","458651","0.0-12.0-0.3-1.3","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","","",""
"html-keyboard-response","43","464169","0.0-13.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","5517","
      <p style=""font-size:24px;"">Now it's time to learn some adjectives...</p>
       <p style=""font-size:24px;"">Look at the image in each case and try to learn the word that goes with it.</p>
      <p style=""font-size:22px;""><i>Press any key when you're ready.</i></p>
    "," ","","","","","","","","",""
"image-keyboard-response","44","471188","0.0-14.0-0.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","img/GoodSandwich.png","null","exposure","","","","","","false","",""
"image-keyboard-response","45","477717","0.0-14.0-0.1","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","img/SmallSandwich.png","null","exposure","","","","","","false","",""
"image-keyboard-response","46","483484","0.0-14.0-0.2","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","15297","","","exposure","","","",""," ","true","",""
"image-keyboard-response","47","484234","0.0-14.0-0.3","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","img/SmallMan.png","null","exposure","","","","","","false","",""
"image-keyboard-response","48","489689","0.0-14.0-0.4","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","6205","","","exposure","","","",""," ","true","",""
"image-keyboard-response","49","490756","0.0-14.0-0.5","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","img/BigSandwich.png","null","exposure","","","","","","false","",""
"image-keyboard-response","50","494067","0.0-14.0-0.6","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","4378","","","exposure","","","",""," ","true","",""
"image-keyboard-response","51","497296","0.0-14.0-0.7","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","img/BigWoman.png","null","exposure","","","","","","false","",""
"image-keyboard-response","52","503829","0.0-14.0-0.8","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","img/BadSandwich.png","null","exposure","","","","","","false","",""
"image-keyboard-response","53","507424","0.0-14.0-0.9","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","13356","","","exposure","","","",""," ","true","",""
"image-keyboard-response","54","510345","0.0-14.0-0.10","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","img/BadUmbrella.png","null","exposure","","","","","","false","",""
"image-keyboard-response","55","516859","0.0-14.0-0.11","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","img/SmallUmbrella.png","null","exposure","","","","","","false","",""
"image-button-response","56","548100","0.0-15.0-0.0-0.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","30738","img/BigWoman.png","1","word_selection","pir","kas","false","","","","kas",""
"html-keyboard-response","57","549609","0.0-15.0-0.0-1.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","<img src='img/UnhappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Wrong!</p>","null","","","","","","","","",""
"image-button-response","58","551880","0.0-15.0-0.1-0.1","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","2269","img/BigWoman.png","0","word_selection","pir","pir","true","","","","kas",""
"html-keyboard-response","59","553405","0.0-15.0-0.1-1.1","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","","",""
"image-button-response","60","560040","0.0-15.0-0.2-0.2","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","6634","img/SmallMan.png","1","word_selection","kas","kas","true","","","","turu",""
"html-keyboard-response","61","561570","0.0-15.0-0.2-1.2","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","","",""
"image-button-response","62","564827","0.0-15.0-0.3-0.3","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","3256","img/GoodSandwich.png","1","word_selection","tan","tan","true","","","","kas",""
"html-keyboard-response","63","566352","0.0-15.0-0.3-1.3","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","","",""
"image-button-response","64","572120","0.0-15.0-0.4-0.4","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","5766","img/SmallSandwich.png","0","word_selection","kas","pir","false","","","","pir",""
"html-keyboard-response","65","573651","0.0-15.0-0.4-1.4","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","<img src='img/UnhappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Wrong!</p>","null","","","","","","","","",""
"image-button-response","66","574741","0.0-15.0-0.5-0.5","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","1089","img/SmallSandwich.png","1","word_selection","kas","kas","true","","","","pir",""
"html-keyboard-response","67","576285","0.0-15.0-0.5-1.5","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","","",""
"image-button-response","68","578703","0.0-15.0-0.6-0.6","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","2416","img/BigSandwich.png","1","word_selection","pir","pir","true","","","","kas",""
"html-keyboard-response","69","580232","0.0-15.0-0.6-1.6","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","","",""
"image-button-response","70","582800","0.0-15.0-0.7-0.7","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","2567","img/BadSandwich.png","1","word_selection","turu","turu","true","","","","pir",""
"html-keyboard-response","71","584318","0.0-15.0-0.7-1.7","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","","",""
"image-button-response","72","593301","0.0-15.0-0.8-0.8","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","8982","img/GoodUmbrella.png","1","word_selection","tan","kas","false","","","","kas",""
"html-keyboard-response","73","594816","0.0-15.0-0.8-1.8","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","<img src='img/UnhappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Wrong!</p>","null","","","","","","","","",""
"image-button-response","74","595786","0.0-15.0-0.9-0.9","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","969","img/GoodUmbrella.png","0","word_selection","tan","tan","true","","","","kas",""
"html-keyboard-response","75","597314","0.0-15.0-0.9-1.9","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","","",""
"image-button-response","76","603525","0.0-15.0-0.10-0.10","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","6210","img/BigMan.png","0","word_selection","pir","pir","true","","","","kas",""
"html-keyboard-response","77","605047","0.0-15.0-0.10-1.10","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","","",""
"image-button-response","78","607875","0.0-15.0-0.11-0.11","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","2827","img/BadUmbrella.png","1","word_selection","turu","pir","false","","","","pir",""
"html-keyboard-response","79","609383","0.0-15.0-0.11-1.11","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","<img src='img/UnhappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Wrong!</p>","null","","","","","","","","",""
"image-button-response","80","610613","0.0-15.0-0.12-0.12","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","1229","img/BadUmbrella.png","0","word_selection","turu","turu","true","","","","pir",""
"html-keyboard-response","81","612134","0.0-15.0-0.12-1.12","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","","",""
"image-button-response","82","617963","0.0-15.0-0.13-0.13","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","5828","img/BigUmbrella.png","1","word_selection","pir","pir","true","","","","kas",""
"html-keyboard-response","83","619504","0.0-15.0-0.13-1.13","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","","",""
"image-button-response","84","625169","0.0-15.0-0.14-0.14","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","5663","img/SmallWoman.png","0","word_selection","kas","kas","true","","","","turu",""
"html-keyboard-response","85","626694","0.0-15.0-0.14-1.14","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","","",""
"image-button-response","86","628859","0.0-15.0-0.15-0.15","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","2164","img/SmallUmbrella.png","1","word_selection","kas","kas","true","","","","pir",""
"html-keyboard-response","87","630376","0.0-15.0-0.15-1.15","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","","",""
"html-keyboard-response","88","632924","0.0-16.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","125500","","","","","","",""," ","","",""
"image-keyboard-response","89","639944","0.0-17.0-0.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","img/BigMan.png","null","exposure","","","","","","false","",""
"image-keyboard-response","90","646451","0.0-17.0-0.1","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","img/SmallUmbrella.png","null","exposure","","","","","","false","",""
"image-keyboard-response","91","652965","0.0-17.0-0.2","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","img/BigSandwich.png","null","exposure","","","","","","false","",""
